"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"79","34","DAB2","ENSG00000153071","880.05","880.05","1","52.1556047972184","0"
"80","34","LOC112267931","ENSG00000153071","880.05","880.05","1","52.1556047972184","0"
"81","24","CMIP","ENSG00000153815","1166.5","1166.5","1","306.127644189674","0"
"82","98","NRGN","ENSG00000154146","747.55","747.55","1","21.329678108715","0"
"84","116","PTGIR","ENSG00000160013","1170","1170","1","20276.2769490508","0"
"85","81","LMNA","ENSG00000160789","909.2","909.2","1","114.318189005014","0"
"86","67","IER2","ENSG00000160888","550.7","550.7","1","34.8377887506599","0"
"87","179","TAL1","ENSG00000162367","485.05","485.05","1","2.83998937755416","0"
"88","95","NEXN","ENSG00000162614","1047.35","1047.35","1","424.900031890149","0"
"89","25","CNST","ENSG00000162852","1067.95","1067.95","1","113.825273080062","0"
"90","33","CXCL3","ENSG00000163734","1073.8","1073.8","1","35969890909.2051","0"
"91","105","PF4","ENSG00000163737","701.7","701.7","1","15.650867963835","0"
"92","23","CLEC1B","ENSG00000165682","788.8","788.8","1","164.795087995168","0"
"93","112","PRKCB","ENSG00000166501","605.05","605.05","1","18.009880756145","0"
"96","55","GP9","ENSG00000169704","709","709","1","30959998481.8067","0"
"97","80","LIMS1","ENSG00000169756","537.5","537.5","1","2.42120652300073","0"
"98","45","FOS","ENSG00000170345","814.95","814.95","1","25650817649.5157","0"
"99","71","JUNB","ENSG00000171223","686.9","686.9","1","74.0745719931722","0"
"100","115","PTCRA","ENSG00000171611","937.95","937.95","1","798.391465973137","0"
"101","169","SELP","ENSG00000174175","677.3","677.3","1","294.264776452507","0"
"102","164","RUFY1","ENSG00000176783","829.75","829.75","1","22.3603389787269","0"
"103","22","CLDN5","ENSG00000184113","609.55","609.55","1","874.057902332502","0"
"104","54","GP1BA","ENSG00000185245","746.8","746.8","1","692.995185391303","0"
"105","208","ZFP36L1","ENSG00000185650","434.7","434.7","1","476852696.19502","0"
"106","94","NAP1L1","ENSG00000187109","960.95","960.95","1","44.081844006224","0"
"107","104","PEAR1","ENSG00000187800","833.2","833.2","1","115.908863898187","0"
"108","84","MALAT1","ENSG00000251562","972.8","972.8","1","49.9929545989841","0"
"4","17","CD9","ENSG00000010278","360.4","360.4","1","8.62496097177412","0.00142045454545455"
"24","90","MYH9","ENSG00000100345","395.3","395.3","1","2.19508483958731","0.00142045454545455"
"41","26","CORO1C","ENSG00000110880","390","390","1","2.67407696100901","0.00142045454545455"
"83","194","TSPAN33","ENSG00000158457","387.7","387.7","1","29.2929461905612","0.00142045454545455"
"15","119","PTPN18","ENSG00000072135","329.55","329.55","1","2.27395009505361","0.0026160889470242"
"31","192","TSC22D1","ENSG00000102804","349.4","349.4","1","3.34747427158643","0.0026160889470242"
"40","89","MMD","ENSG00000108960","332.9","332.9","1","10.3551563981592","0.0026160889470242"
"50","36","DUSP1","ENSG00000120129","336.35","336.35","1","24.3779690064817","0.0026160889470242"
"54","18","CDKN1A","ENSG00000124762","350.85","350.85","1","20.5827722065815","0.0026160889470242"
"69","13","CAP1","ENSG00000131236","337.15","337.15","1","2.32809724036495","0.0026160889470242"
"28","28","CST3","ENSG00000101439","321.35","321.35","1","9.23599162963343","0.00324675324675325"
"32","83","LYL1","ENSG00000104903","311.35","311.35","1","1.97826673968644","0.00381436745073109"
"60","196","TUBA4A","ENSG00000127824","308.05","308.05","1","2.04174885783055","0.00381436745073109"
"46","203","WIPF1","ENSG00000115935","299.2","299.2","1","4.31544867708097","0.00501567398119122"
"71","188","TPM3","ENSG00000143549","293.7","293.7","1","1.71606704458244","0.00501567398119122"
"52","176","SRGN","ENSG00000122862","273.6","273.6","1","3.53294120187531","0.00897129186602871"
"44","14","CCND3","ENSG00000112576","260.7","260.7","1","2.76837394270564","0.0104226983207875"
"59","122","RAP1B","ENSG00000127314","259.9","259.9","1","1.53296720086941","0.0104226983207875"
"30","183","TIMP1","ENSG00000102265","248.45","248.45","1","12.2431798601645","0.0125786163522013"
"64","205","YWHAH","ENSG00000128245","247.7","247.7","1","3.08289280164463","0.0125786163522013"
"94","57","GPX4","ENSG00000167468","217.35","217.35","1","1.70391265446331","0.0200780814277747"
"95","195","TUBA1C","ENSG00000167553","201.9","201.9","1","1.40877586511966","0.0227272727272727"
"29","107","PGRMC1","ENSG00000101856","187","187","1","6.08174382344447","0.0322754168908015"
