1 vs. 2,ENSG00000092929,0.898736198,0.93445684,5.810526316,5.810526316
1 vs. 2,ENSG00000119707,0.732749591,0.813491405,5.776842105,5.776842105
1 vs. 2,ENSG00000158552,0.007678745,0.032177035,5.644210526,5.644210526
1 vs. 2,ENSG00000106366,0.00291074,0.016949921,5.589473684,5.589473684
1 vs. 2,ENSG00000143545,0.022087576,0.071551301,5.056842105,5.056842105
1 vs. 2,ENSG00000125753,0.894459568,0.93445684,-4.829473684,4.829473684
1 vs. 2,ENSG00000101236,0.090376279,0.197967088,4.286315789,4.286315789
1 vs. 2,ENSG00000221823,0.399355736,0.556677692,-4.052631579,4.052631579
1 vs. 2,ENSG00000106541,0.947567313,0.968004963,-3.418947368,3.418947368
1 vs. 2,ENSG00000152229,0.039647058,0.108557421,3.271578947,3.271578947
1 vs. 2,ENSG00000112079,0.265202297,0.416082141,3.242105263,3.242105263
1 vs. 2,ENSG00000187764,0.07492848,0.175852555,3.094736842,3.094736842
1 vs. 2,ENSG00000172889,0.124222595,0.240560898,3.012631579,3.012631579
1 vs. 2,ENSG00000120690,0.951170094,0.968004963,-2.654736842,2.654736842
1 vs. 2,ENSG00000143595,0.006808088,0.030112697,2.351578947,2.351578947
1 vs. 2,ENSG00000264364,0.00288442,0.016949921,2.271578947,2.271578947
1 vs. 2,ENSG00000143995,0.003547814,0.019428504,1.955789474,1.955789474
1 vs. 2,ENSG00000087095,0.004481731,0.022408656,1.92,1.92
1 vs. 2,ENSG00000198089,0.072258176,0.172985545,1.917894737,1.917894737
1 vs. 2,ENSG00000170421,0.899281638,0.93445684,-1.595789474,1.595789474
1 vs. 2,ENSG00000107863,0.116019955,0.228073415,-1.381052632,1.381052632
1 vs. 2,ENSG00000068831,0.030466268,0.092200548,0.867368421,0.867368421
1 vs. 2,ENSG00000105993,0.982385044,0.986674935,0.658947368,0.658947368
1 vs. 2,ENSG00000167526,0.990034281,0.990034281,0.616842105,0.616842105
1 vs. 2,ENSG00000069275,0.901953993,0.93445684,0.541052632,0.541052632
1 vs. 2,ENSG00000130402,0.980328995,0.986674935,-0.393684211,0.393684211
1 vs. 2,ENSG00000124766,0.694084269,0.798196909,-0.271578947,0.271578947
1 vs. 2,ENSG00000124145,0.739649789,0.813491405,-0.269473684,0.269473684
1 vs. 3,ENSG00000244734,3.92E-05,7.77E-05,67091.57255,67091.57255
1 vs. 3,ENSG00000163736,2.86E-09,1.24E-08,15738.98431,15738.98431
1 vs. 3,ENSG00000101162,1.19E-07,3.47E-07,7321.512941,7321.512941
1 vs. 3,ENSG00000113140,5.46E-05,1.07E-04,3923.346667,3923.346667
1 vs. 3,ENSG00000158457,3.72E-06,8.57E-06,3746.810196,3746.810196
1 vs. 3,ENSG00000156508,2.83E-09,1.24E-08,-3706.57098,3706.57098
1 vs. 3,ENSG00000095303,1.98E-08,6.59E-08,3471.374118,3471.374118
1 vs. 3,ENSG00000148484,0.24980531,0.299245944,3274.412549,3274.412549
1 vs. 3,ENSG00000101335,0.034958574,0.052210858,3026.551373,3026.551373
1 vs. 3,ENSG00000188536,4.42E-06,9.98E-06,2556.970196,2556.970196
1 vs. 3,ENSG00000171345,1.13E-09,5.61E-09,-2393.363922,2393.363922
1 vs. 3,ENSG00000111644,4.70E-10,2.92E-09,2390.981176,2390.981176
1 vs. 3,ENSG00000154146,1.58E-12,7.25E-11,1759.619608,1759.619608
1 vs. 3,ENSG00000088726,0.021093777,0.033003869,1690.22902,1690.22902
1 vs. 3,ENSG00000170421,7.07E-14,5.42E-12,-1607.927059,1607.927059
1 vs. 3,ENSG00000111057,1.23E-14,2.83E-12,-1593.179608,1593.179608
1 vs. 3,ENSG00000149273,9.15E-11,1.05E-09,-1506.276863,1506.276863
1 vs. 3,ENSG00000137154,2.37E-09,1.07E-08,-1451.374118,1451.374118
1 vs. 3,ENSG00000121766,0.013750877,0.021963207,1400.238431,1400.238431
1 vs. 3,ENSG00000138735,0.1962743,0.245342875,1400.006275,1400.006275
1 vs. 3,ENSG00000089157,1.36E-10,1.25E-09,-1340.378824,1340.378824
1 vs. 3,ENSG00000167642,1.21E-10,1.18E-09,-1294.251765,1294.251765
1 vs. 3,ENSG00000108298,5.82E-09,2.23E-08,-1284.932549,1284.932549
1 vs. 3,ENSG00000156482,8.07E-10,4.57E-09,-1257.543529,1257.543529
1 vs. 3,ENSG00000272398,6.10E-11,9.35E-10,-1228.541176,1228.541176
1 vs. 3,ENSG00000140988,2.56E-10,2.04E-09,-1201.663529,1201.663529
1 vs. 3,ENSG00000162367,7.34E-08,2.19E-07,1200.744314,1200.744314
1 vs. 3,ENSG00000065534,0.067248923,0.093176219,1170.30902,1170.30902
1 vs. 3,ENSG00000100504,0.382702352,0.43360365,1101.858824,1101.858824
1 vs. 3,ENSG00000106541,5.48E-12,1.57E-10,-1058.781176,1058.781176
1 vs. 3,ENSG00000157570,0.268471798,0.316659044,1005.508235,1005.508235
1 vs. 3,ENSG00000109572,0.032295394,0.048548631,997.4996078,997.4996078
1 vs. 3,ENSG00000176783,0.338124044,0.38690811,962.0298039,962.0298039
1 vs. 3,ENSG00000197956,5.20E-05,1.02E-04,-955.8219608,955.8219608
1 vs. 3,ENSG00000108405,1.55E-11,3.24E-10,916.0776471,916.0776471
1 vs. 3,ENSG00000147065,0.046423564,0.067153584,905.8807843,905.8807843
1 vs. 3,ENSG00000185624,9.95E-12,2.54E-10,-872.6972549,872.6972549
1 vs. 3,ENSG00000083845,4.39E-10,2.82E-09,-799.1403922,799.1403922
1 vs. 3,ENSG00000198034,2.43E-11,4.67E-10,-789.214902,789.214902
1 vs. 3,ENSG00000122406,4.48E-09,1.81E-08,-783.5082353,783.5082353
1 vs. 3,ENSG00000074800,2.06E-07,5.56E-07,-773.0070588,773.0070588
1 vs. 3,ENSG00000229117,1.85E-05,3.92E-05,-761.3262745,761.3262745
1 vs. 3,ENSG00000075415,3.97E-10,2.70E-09,-761.2839216,761.2839216
1 vs. 3,ENSG00000162722,0.064103542,0.089356453,753.32,753.32
1 vs. 3,ENSG00000164587,1.06E-10,1.16E-09,-751.9796078,751.9796078
1 vs. 3,ENSG00000164919,4.07E-11,6.68E-10,-742.4486275,742.4486275
1 vs. 3,ENSG00000034510,8.59E-10,4.70E-09,-742.4478431,742.4478431
1 vs. 3,ENSG00000153071,0.151834264,0.195094306,742.2415686,742.2415686
1 vs. 3,ENSG00000196262,3.12E-08,9.97E-08,-735.8611765,735.8611765
1 vs. 3,ENSG00000142937,2.00E-09,9.20E-09,-732.3592157,732.3592157
1 vs. 3,ENSG00000105193,1.28E-09,5.99E-09,-718.1043137,718.1043137
1 vs. 3,ENSG00000129657,0.104006715,0.140792709,709.4839216,709.4839216
1 vs. 3,ENSG00000197958,1.15E-09,5.61E-09,-692.5035294,692.5035294
1 vs. 3,ENSG00000142541,8.78E-08,2.59E-07,-689.9694118,689.9694118
1 vs. 3,ENSG00000167658,1.01E-09,5.17E-09,-675.3058824,675.3058824
1 vs. 3,ENSG00000104529,6.50E-09,2.41E-08,-669.4556863,669.4556863
1 vs. 3,ENSG00000177600,1.46E-07,4.09E-07,-660.7678431,660.7678431
1 vs. 3,ENSG00000142676,2.09E-07,5.60E-07,-640.852549,640.852549
1 vs. 3,ENSG00000019582,0.051105159,0.072556707,-634.9215686,634.9215686
1 vs. 3,ENSG00000102893,0.047339222,0.068050131,614.5333333,614.5333333
1 vs. 3,ENSG00000186468,1.43E-08,4.98E-08,-605.6988235,605.6988235
1 vs. 3,ENSG00000144713,2.04E-06,4.75E-06,-578.9607843,578.9607843
1 vs. 3,ENSG00000088826,2.25E-04,4.21E-04,572.2541176,572.2541176
1 vs. 3,ENSG00000196531,3.99E-10,2.70E-09,-552.025098,552.025098
1 vs. 3,ENSG00000197756,4.69E-12,1.54E-10,-541.72,541.72
1 vs. 3,ENSG00000167004,9.01E-11,1.05E-09,-522.5215686,522.5215686
1 vs. 3,ENSG00000103187,0.168406775,0.215186435,515.9341176,515.9341176
1 vs. 3,ENSG00000163737,3.36E-09,1.38E-08,506.2454902,506.2454902
1 vs. 3,ENSG00000198168,0.232339123,0.284244672,496.6054902,496.6054902
1 vs. 3,ENSG00000113558,1.92E-05,4.02E-05,490.5396078,490.5396078
