"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"101","161","RPS4X","ENSG00000198034","2899.75","2899.75","1","11.6431583748043","0.00410116199589884"
"102","145","RPL39","ENSG00000198918","2732.5","2732.5","1","4.17406389681077","0.00410116199589884"
"34","106","PFN1","ENSG00000108518","2590.5","2590.5","1","2.45321718817089","0.0076555023923445"
"67","158","RPS27A","ENSG00000143947","2498.95","2498.95","1","4.45978354030946","0.0076555023923445"
"85","195","TUBA1C","ENSG00000167553","2578.75","2578.75","1","2.45395769493161","0.0076555023923445"
"88","78","KRT8","ENSG00000170421","2428.3","2428.3","1","1.00778134585514e-08","0.0076555023923445"
"103","159","RPS28","ENSG00000233927","2500.1","2500.1","1","4.14759764174175","0.0076555023923445"
"83","57","GPX4","ENSG00000167468","2298.5","2298.5","1","1.45131286597743","0.0113570639886429"
"7","30","CTSA","ENSG00000064601","2240.65","2240.65","1","1.34170729746373","0.014206086913629"
"32","171","SERPINE1","ENSG00000106366","2147.4","2147.4","1","8.8061280615568e-09","0.014206086913629"
"35","66","ICAM2","ENSG00000108622","2199.2","2199.2","1","31.8436666902999","0.014206086913629"
"36","2","ABCC3","ENSG00000108846","2193","2193","1","4.906766402766","0.014206086913629"
"39","76","KRT18","ENSG00000111057","2215.95","2215.95","1","9.77801531667544e-09","0.014206086913629"
"42","47","FRMD4B","ENSG00000114541","2251.3","2251.3","1","72.6038938121628","0.014206086913629"
"51","43","FAM110A","ENSG00000125898","2248.9","2248.9","1","24.6884836621494","0.014206086913629"
"4","155","RPS20","ENSG00000008988","2038.6","2038.6","1","2.6898271085471","0.0193176228591871"
"24","90","MYH9","ENSG00000100345","2110.3","2110.3","1","2.43125303605248","0.0193176228591871"
"29","27","COTL1","ENSG00000103187","2100.35","2100.35","1","7.18311688064192","0.0193176228591871"
"33","102","P2RX1","ENSG00000108405","2033.5","2033.5","1","0.832304901137458","0.0193176228591871"
"62","157","RPS24","ENSG00000138326","2107.9","2107.9","1","3.27804890896953","0.0193176228591871"
"68","29","CTDSPL","ENSG00000144677","2004.85","2004.85","1","45.462483216202","0.0193176228591871"
"70","59","GSTO1","ENSG00000148834","2055.2","2055.2","1","2.86733672245269","0.0193176228591871"
"86","175","SPINT2","ENSG00000167642","2031.7","2031.7","1","3.85357943734985","0.0193176228591871"
"105","15","CD24","ENSG00000272398","2074.25","2074.25","1","1","0.0193176228591871"
"1","21","CFLAR","ENSG00000003402","1956.75","1956.75","1","2.33252835699374","0.0223285486443381"
"54","52","GNAZ","ENSG00000128266","1902.8","1902.8","1","4.81069143267212","0.0250543714658547"
"71","199","UBC","ENSG00000150991","1924.25","1924.25","1","1.81854230527254","0.0250543714658547"
"11","137","RPL31","ENSG00000071082","1861.05","1861.05","1","1.88533876660113","0.0276828434723172"
"52","53","GNG11","ENSG00000127920","1843.45","1843.45","1","2.66195050968382","0.0276828434723172"
"12","202","WDR1","ENSG00000071127","1790.3","1790.3","1","1.67422058582124","0.0302190883908335"
"22","64","HSP90AB1","ENSG00000096384","1750.75","1750.75","1","27.3606099426223","0.0353330879646669"
"45","79","LGALSL","ENSG00000119862","1725.5","1725.5","1","6.95446191310401","0.0353330879646669"
"56","9","ARPC1B","ENSG00000130429","1752.5","1752.5","1","1.67837337790757","0.0353330879646669"
"58","13","CAP1","ENSG00000131236","1690.1","1690.1","1","2.29643638205773","0.0353330879646669"
"10","85","MAST4","ENSG00000069020","1646.65","1646.65","1","9.83447520766299","0.0392111098144474"
"27","93","MYL9","ENSG00000101335","1660.7","1660.7","1","1.83173170041307","0.0392111098144474"
"64","163","RPS8","ENSG00000142937","1640.05","1640.05","1","2.62394695044503","0.0392111098144474"
"90","115","PTCRA","ENSG00000171611","1661","1661","1","15.9879187006838","0.0392111098144474"
"30","180","TGFB1","ENSG00000105329","1624.6","1624.6","1","11.8692040020177","0.0416730977002624"
"25","58","GRAP2","ENSG00000100351","1587.8","1587.8","1","3.87518091050416","0.0451127819548872"
"80","105","PF4","ENSG00000163737","1573.5","1573.5","1","12.6631672955203","0.0451127819548872"
