"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"55","181","THBS1","ENSG00000137801","4687.6","4687.6","1","1.28963035520554","0"
"56","148","RPLP1","ENSG00000137818","4221.2","4221.2","1","17.3136179065613","0"
"59","170","SERF2","ENSG00000140264","5072.3","5072.3","1","1.56535265432367","0"
"60","172","SH3BGRL3","ENSG00000142669","5453.1","5453.1","1","1.42911000909538","0"
"61","131","RPL11","ENSG00000142676","4305.4","4305.4","1","131609060.517151","0"
"64","129","RHOB","ENSG00000143878","4253.35","4253.35","1","2.21188627629508","0"
"71","6","ALDOA","ENSG00000149925","4140.85","4140.85","1","2.43852449642417","0"
"72","199","UBC","ENSG00000150991","4257.4","4257.4","1","1.34008463693189","0"
"73","98","NRGN","ENSG00000154146","8730.9","8730.9","1","1.47405794341243","0"
"75","194","TSPAN33","ENSG00000158457","4080.2","4080.2","1","1.4264617127582","0"
"76","178","TAGLN2","ENSG00000158710","4008.3","4008.3","1","1.13866571543988","0"
"77","210","ZYX","ENSG00000159840","5370.15","5370.15","1","1.58623216390221","0"
"80","167","S100A9","ENSG00000163220","3737.05","3737.05","1","1","0"
"81","109","PPBP","ENSG00000163736","8799.6","8799.6","1","1.48835941733641","0"
"82","105","PF4","ENSG00000163737","5103.65","5103.65","1","1.27611749602717","0"
"83","152","RPS14","ENSG00000164587","4128.3","4128.3","1","1","0"
"84","135","RPL27A","ENSG00000166441","3227.65","3227.65","1","52.3320536895388","0"
"85","11","B2M","ENSG00000166710","4101.45","4101.45","1","1.14158008685316","0"
"87","195","TUBA1C","ENSG00000167553","3646.35","3646.35","1","1.35050446662444","0"
"89","45","FOS","ENSG00000170345","4540.45","4540.45","1","1.58814814796747","0"
"90","71","JUNB","ENSG00000171223","3673.3","3673.3","1","1.51540149642323","0"
"91","20","CFL1","ENSG00000172757","8610.35","8610.35","1","2.29086440274023","0"
"97","103","PARVB","ENSG00000188677","7196.65","7196.65","1","932999257.322224","0"
"98","114","PSAP","ENSG00000197746","6059.55","6059.55","1","2.31657327452524","0"
"99","143","RPL37A","ENSG00000197756","3263.35","3263.35","1","1","0"
"100","161","RPS4X","ENSG00000198034","3988.3","3988.3","1","1","0"
"101","145","RPL39","ENSG00000198918","3670.05","3670.05","1","1","0"
"102","60","HBA1","ENSG00000206172","3742.1","3742.1","1","182341349.434758","0"
"103","101","OST4","ENSG00000228474","3375.35","3375.35","1","1.4233144499153","0"
"104","56","GPX1","ENSG00000233276","7480","7480","1","1.46809309479631","0"
"1","155","RPS20","ENSG00000008988","2912.95","2912.95","1","195481606.750786","0.00292117854444724"
"9","10","ATP2A3","ENSG00000074370","2843.7","2843.7","1","1.26590770377734","0.00292117854444724"
"26","139","RPL34","ENSG00000109475","2775.55","2775.55","1","229954291.804693","0.00292117854444724"
"35","125","RBM25","ENSG00000119707","3100.35","3100.35","1","445682201.535261","0.00292117854444724"
"39","42","F13A1","ENSG00000124491","2843.5","2843.5","1","1.40544093655389","0.00292117854444724"
"47","168","SAT1","ENSG00000130066","2949.2","2949.2","1","1.16152316049186","0.00292117854444724"
"58","184","TMBIM6","ENSG00000139644","2970.3","2970.3","1","4.0052667922714","0.00292117854444724"
"63","166","S100A8","ENSG00000143546","2864.85","2864.85","1","1","0.00292117854444724"
"66","142","RPL37","ENSG00000145592","3108.65","3108.65","1","1","0.00292117854444724"
"68","127","RGS10","ENSG00000148908","2870.8","2870.8","1","1.20278130367946","0.00292117854444724"
"78","81","LMNA","ENSG00000160789","2880.45","2880.45","1","1.15784196637728","0.00292117854444724"
"79","67","IER2","ENSG00000160888","2803.25","2803.25","1","1.34865307395238","0.00292117854444724"
"86","132","RPL13","ENSG00000167526","2907.6","2907.6","1","228400546.596553","0.00292117854444724"
"51","153","RPS15A","ENSG00000134419","2735.1","2735.1","1","1","0.00549528637074234"
"94","149","RPLP2","ENSG00000177600","2737.85","2737.85","1","112475723.991494","0.00549528637074234"
"105","159","RPS28","ENSG00000233927","2741.9","2741.9","1","1","0.00549528637074234"
"3","16","CD74","ENSG00000019582","2445.75","2445.75","1","1","0.00991114149008886"
"31","14","CCND3","ENSG00000112576","2428.25","2428.25","1","1.1324511276593","0.00991114149008886"
"40","134","RPL23","ENSG00000125691","2504.8","2504.8","1","1","0.00991114149008886"
"52","121","RAC1","ENSG00000136238","2480.1","2480.1","1","1.207614967063","0.00991114149008886"
"67","59","GSTO1","ENSG00000148834","2465.95","2465.95","1","1.14905444496907","0.00991114149008886"
"96","22","CLDN5","ENSG00000184113","2537.5","2537.5","1","1.12507308834659","0.00991114149008886"
"62","163","RPS8","ENSG00000142937","2399.65","2399.65","1","1","0.0110513613075327"
"12","32","CXCL2","ENSG00000081041","2367.35","2367.35","1","1.31412606079696","0.0119617224880383"
"57","157","RPS24","ENSG00000138326","2327.8","2327.8","1","1","0.0119617224880383"
"16","73","KCNK6","ENSG00000099337","2257.75","2257.75","1","1.16905243991375","0.0138755980861244"
"24","133","RPL19","ENSG00000108298","2248.55","2248.55","1","1","0.0138755980861244"
"54","162","RPS6","ENSG00000137154","2291.65","2291.65","1","1","0.0138755980861244"
"93","38","EIF1","ENSG00000173812","2063.2","2063.2","1","1.21497918820055","0.0196662020118299"
"13","147","RPLP0","ENSG00000089157","2008.55","2008.55","1","1","0.0233025311370028"
"14","41","EZR","ENSG00000092820","1981.6","1981.6","1","1","0.0233025311370028"
"53","140","RPL35","ENSG00000136942","1991.45","1991.45","1","1","0.0233025311370028"
"69","160","RPS3","ENSG00000149273","2011.85","2011.85","1","1","0.0233025311370028"
"74","37","EEF1A1","ENSG00000156508","1935.1","1935.1","1","1","0.0252283601565898"
"65","138","RPL32","ENSG00000144713","1888.8","1888.8","1","1","0.0267233740917951"
"70","44","FERMT3","ENSG00000149781","1879.6","1879.6","1","1.13590695855063","0.0267233740917951"
"92","144","RPL38","ENSG00000172809","1873.65","1873.65","1","1","0.0267233740917951"
"32","100","ODC1","ENSG00000115758","1788.05","1788.05","1","1.11356908112248","0.028153387421122"
"88","198","UBB","ENSG00000170315","1786","1786","1","1.51559062615529","0.028153387421122"
"95","141","RPL35A","ENSG00000182899","1799.55","1799.55","1","1.26546061654309","0.028153387421122"
