"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"1","21","CFLAR","ENSG00000003402","2535.55","2535.55","1","4.02007490739454","0"
"2","69","ITGA2B","ENSG00000005961","4808.55","4808.55","1","35.6679638934819","0"
"3","68","IFRD1","ENSG00000006652","3884.7","3884.7","1","149.723388083589","0"
"4","17","CD9","ENSG00000010278","2377.4","2377.4","1","10.61176366681","0"
"5","201","VCL","ENSG00000035403","1644.05","1644.05","1","1.62715342668629","0"
"6","120","RAB27B","ENSG00000041353","2758.8","2758.8","1","247.427881879562","0"
"7","173","SLC2A3","ENSG00000059804","3465.85","3465.85","1","21.9624606112294","0"
"8","30","CTSA","ENSG00000064601","2718.95","2718.95","1","2.91267615020038","0"
"9","75","KLF6","ENSG00000067082","3267.2","3267.2","1","23.888786616405","0"
"10","74","KIF2A","ENSG00000068796","2248","2248","1","81.028356799407","0"
"11","123","RASGRP2","ENSG00000068831","4991.7","4991.7","1","1321.13767233499","0"
"12","85","MAST4","ENSG00000069020","4236.35","4236.35","1","76.2160037261351","0"
"13","126","RDH11","ENSG00000072042","2259.3","2259.3","1","2.70330048982343","0"
"14","5","ACTN1","ENSG00000072110","3432.75","3432.75","1","471.857546157105","0"
"15","119","PTPN18","ENSG00000072135","1524.3","1524.3","1","1.91591185219094","0"
"16","10","ATP2A3","ENSG00000074370","4787.8","4787.8","1","111.170433201784","0"
"17","35","DGKD","ENSG00000077044","4860.8","4860.8","1","97.3216680493779","0"
"18","32","CXCL2","ENSG00000081041","4867.25","4867.25","1","14606245318.3867","0"
"19","31","CTTN","ENSG00000085733","4401.15","4401.15","1","12.1383274881321","0"
"20","110","PPP1R15A","ENSG00000087074","3256.1","3256.1","1","7.11028454969523","0"
"21","185","TMEM40","ENSG00000088726","3064.7","3064.7","1","27.2243802428362","0"
"22","117","PTGS1","ENSG00000095303","2287.65","2287.65","1","14.6679565099682","0"
"23","73","KCNK6","ENSG00000099337","4179.4","4179.4","1","39.9337852422146","0"
"24","90","MYH9","ENSG00000100345","1662","1662","1","2.35294943360974","0"
"25","58","GRAP2","ENSG00000100351","3899.3","3899.3","1","26.9909195164774","0"
"26","97","NFKBIA","ENSG00000100906","4317.7","4317.7","1","54.5848181321212","0"
"27","209","ZMYND8","ENSG00000101040","3522.5","3522.5","1","58.1866835965311","0"
"28","93","MYL9","ENSG00000101335","2227.4","2227.4","1","4.66876239815235","0"
"29","28","CST3","ENSG00000101439","2441","2441","1","11.9669366619509","0"
"30","183","TIMP1","ENSG00000102265","1810.1","1810.1","1","14.5682471225484","0"
"31","27","COTL1","ENSG00000103187","1744.85","1744.85","1","8.39766156766825","0"
"32","180","TGFB1","ENSG00000105329","4386.05","4386.05","1","479.346702519024","0"
"33","171","SERPINE1","ENSG00000106366","4648.15","4648.15","1","359.106065884906","0"
"34","204","XPNPEP1","ENSG00000108039","3181.65","3181.65","1","9.56941947091058","0"
"35","102","P2RX1","ENSG00000108405","4160.45","4160.45","1","618.916077542784","0"
"36","66","ICAM2","ENSG00000108622","4059.35","4059.35","1","585.107517962204","0"
"37","2","ABCC3","ENSG00000108846","4228.5","4228.5","1","21.1385581528972","0"
"38","82","LUC7L3","ENSG00000108848","1950.5","1950.5","1","18.2391669616689","0"
"39","26","CORO1C","ENSG00000110880","1672.25","1672.25","1","4.55765724892879","0"
"40","12","BIN2","ENSG00000110934","3807.95","3807.95","1","26.9319733058441","0"
"41","3","ACRBP","ENSG00000111644","4966.35","4966.35","1","106.767169002547","0"
"42","14","CCND3","ENSG00000112576","1545.65","1545.65","1","3.46098390432418","0"
"43","47","FRMD4B","ENSG00000114541","4096.45","4096.45","1","690.532072612016","0"
"44","203","WIPF1","ENSG00000115935","2119.8","2119.8","1","4.72760525452735","0"
"45","108","PLEK","ENSG00000115956","3254.65","3254.65","1","114.438296671559","0"
"46","113","PRRC2C","ENSG00000117523","1969.55","1969.55","1","5.57134161110771","0"
"47","79","LGALSL","ENSG00000119862","3765.1","3765.1","1","74.1389312787477","0"
"48","36","DUSP1","ENSG00000120129","2449.05","2449.05","1","27.4383034560954","0"
"49","124","RBBP6","ENSG00000122257","4337.3","4337.3","1","36.5553047917614","0"
"50","176","SRGN","ENSG00000122862","2127.65","2127.65","1","3.25430443715353","0"
"51","7","AMD1","ENSG00000123505","2749.5","2749.5","1","5.85024936746527","0"
"52","18","CDKN1A","ENSG00000124762","1567.95","1567.95","1","20.0317434271509","0"
"53","182","THOC2","ENSG00000125676","5107.6","5107.6","1","63.2083650825106","0"
"54","46","FOSB","ENSG00000125740","4432.6","4432.6","1","7162226402.61244","0"
"55","43","FAM110A","ENSG00000125898","3505.25","3505.25","1","78.2971215931119","0"
"56","86","MAX","ENSG00000125952","3481.15","3481.15","1","5.99108260973297","0"
"57","196","TUBA4A","ENSG00000127824","2179.7","2179.7","1","2.25048109805411","0"
"58","53","GNG11","ENSG00000127920","3388.4","3388.4","1","10.5401848897613","0"
"59","118","PTPN12","ENSG00000127947","3550.55","3550.55","1","36.7402787010259","0"
"60","207","ZFP36","ENSG00000128016","4559.7","4559.7","1","374.376767528909","0"
"61","205","YWHAH","ENSG00000128245","1579.65","1579.65","1","3.30477234914279","0"
"62","52","GNAZ","ENSG00000128266","3952","3952","1","417.168148804536","0"
"63","190","TPST2","ENSG00000128294","3179.8","3179.8","1","56.6095634155322","0"
"64","168","SAT1","ENSG00000130066","2150.85","2150.85","1","2.30792484018227","0"
"65","9","ARPC1B","ENSG00000130429","1698","1698","1","1.90642934705238","0"
"66","72","JUND","ENSG00000130522","3772","3772","1","26.6689995587721","0"
"68","181","THBS1","ENSG00000137801","3345.15","3345.15","1","91.4634011607176","0"
"70","129","RHOB","ENSG00000143878","3997","3997","1","5062391843.95788","0"
"71","29","CTDSPL","ENSG00000144677","2874.9","2874.9","1","235.33350378416","0"
"72","59","GSTO1","ENSG00000148834","2871.9","2871.9","1","9.19948704421986","0"
"73","40","ESAM","ENSG00000149564","2947.95","2947.95","1","181.816072746146","0"
"74","44","FERMT3","ENSG00000149781","2606.15","2606.15","1","2.59323916982482","0"
"75","128","RGS18","ENSG00000150681","2347.5","2347.5","1","46.6123415141043","0"
"76","87","MBNL1","ENSG00000152601","1802.3","1802.3","1","2.82268938645829","0"
"77","34","LOC112267931","ENSG00000153071","2838.9","2838.9","1","29.8278834005255","0"
"78","34","DAB2","ENSG00000153071","2838.9","2838.9","1","29.8278834005255","0"
"79","24","CMIP","ENSG00000153815","5474.65","5474.65","1","248.389243267676","0"
"80","98","NRGN","ENSG00000154146","4446.95","4446.95","1","28.8686002127616","0"
"81","194","TSPAN33","ENSG00000158457","2499.3","2499.3","1","39.1993865525438","0"
"82","116","PTGIR","ENSG00000160013","5289.9","5289.9","1","17783.0828387319","0"
"83","81","LMNA","ENSG00000160789","4684.4","4684.4","1","129.332173792913","0"
"84","67","IER2","ENSG00000160888","3072.2","3072.2","1","42.0336716713749","0"
"85","179","TAL1","ENSG00000162367","1701.05","1701.05","1","2.05396656098181","0"
"86","95","NEXN","ENSG00000162614","4813.45","4813.45","1","297.127731582013","0"
"87","25","CNST","ENSG00000162852","4021.1","4021.1","1","76.5239421044347","0"
"88","33","CXCL3","ENSG00000163734","5185.55","5185.55","1","15009787136.4546","0"
"89","105","PF4","ENSG00000163737","4169","4169","1","22.8458089740351","0"
"90","23","CLEC1B","ENSG00000165682","2931.25","2931.25","1","128.275967392751","0"
"91","112","PRKCB","ENSG00000166501","2918.75","2918.75","1","13.6957589926434","0"
"92","195","TUBA1C","ENSG00000167553","1584.3","1584.3","1","1.90903754504994","0"
"93","55","GP9","ENSG00000169704","3393.75","3393.75","1","10918884368.1641","0"
"94","80","LIMS1","ENSG00000169756","1723.4","1723.4","1","1.86198151291756","0"
"95","45","FOS","ENSG00000170345","4629.05","4629.05","1","14106728379.0967","0"
"96","71","JUNB","ENSG00000171223","4140.45","4140.45","1","105.262693820255","0"
"97","115","PTCRA","ENSG00000171611","4255.75","4255.75","1","400.520038659964","0"
"98","169","SELP","ENSG00000174175","2497.95","2497.95","1","147.300356147555","0"
"99","164","RUFY1","ENSG00000176783","3031.95","3031.95","1","16.3391227275289","0"
"100","22","CLDN5","ENSG00000184113","3536.6","3536.6","1","685.247889316937","0"
"101","54","GP1BA","ENSG00000185245","3440.85","3440.85","1","355.37454533106","0"
"102","208","ZFP36L1","ENSG00000185650","1934.85","1934.85","1","728401705.022717","0"
"103","94","NAP1L1","ENSG00000187109","4495.75","4495.75","1","35.7197013040082","0"
"104","104","PEAR1","ENSG00000187800","3638.1","3638.1","1","68.7548451247999","0"
"105","103","PARVB","ENSG00000188677","1948.65","1948.65","1","26.3287872508835","0"
"106","84","MALAT1","ENSG00000251562","3638.55","3638.55","1","14.6251273339543","0"
"67","13","CAP1","ENSG00000131236","1459.75","1459.75","1","2.21218811748719","0.00163033847244374"
"69","188","TPM3","ENSG00000143549","1420.4","1420.4","1","1.75868120408249","0.00163033847244374"
