"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"48","198","UBB","ENSG00000170315","-5851.95","-5851.95","1","0.0100375775596993","0"
"51","38","EIF1","ENSG00000173812","-3541.8","-3541.8","1","0.140380048613869","0"
"54","61","HBA2","ENSG00000188536","-5112.95","-5112.95","1","0.000926413778966913","0"
"59","60","HBA1","ENSG00000206172","-5308.85","-5308.85","1","0.00585168788503","0"
"60","146","RPL41","ENSG00000229117","-3975.05","-3975.05","1","6.34632268892767e-11","0"
"63","62","HBB","ENSG00000244734","-5863","-5863","1","5.20320240963115e-14","0"
"7","64","HSP90AB1","ENSG00000096384","-1985.25","-1985.25","1","5.87532360443026e-09","0.00161835068955812"
"18","153","RPS15A","ENSG00000134419","-1758.4","-1758.4","1","5.67604095772161e-10","0.00161835068955812"
"22","157","RPS24","ENSG00000138326","-1831.85","-1831.85","1","6.25279451118429e-10","0.00161835068955812"
"29","163","RPS8","ENSG00000142937","-2039.45","-2039.45","1","4.31725560938934e-10","0.00161835068955812"
"35","160","RPS3","ENSG00000149273","-1977.05","-1977.05","1","5.97777823887696e-10","0.00161835068955812"
"15","151","RPS12","ENSG00000112306","-1579.35","-1579.35","1","0.171901990732714","0.00312192473446673"
"19","140","RPL35","ENSG00000136942","-1458.85","-1458.85","1","1.39218071996297e-09","0.00312192473446673"
"53","156","RPS23","ENSG00000186468","-1603.25","-1603.25","1","1.10671751605208e-09","0.00312192473446673"
"34","177","STOM","ENSG00000148175","-1448.6","-1448.6","1","0.623480020874097","0.00458532695374801"
"57","161","RPS4X","ENSG00000198034","-1353.95","-1353.95","1","1.095425813216e-09","0.00458532695374801"
"52","149","RPLP2","ENSG00000177600","-1311.15","-1311.15","1","0.125974456434932","0.00603001900766861"
"61","56","GPX1","ENSG00000233276","-1334","-1334","1","0.76278924149471","0.00603001900766861"
"23","184","TMBIM6","ENSG00000139644","-1250.3","-1250.3","1","0.641437514676362","0.00669209879736196"
"8","91","MYL12A","ENSG00000101608","-1159.45","-1159.45","1","0.605990468286888","0.00947431794416807"
"28","131","RPL11","ENSG00000142676","-1184.75","-1184.75","1","0.207929713630637","0.00947431794416807"
"43","206","YWHAZ","ENSG00000164924","-1178.25","-1178.25","1","0.690817262077261","0.00947431794416807"
"55","143","RPL37A","ENSG00000197756","-1171.75","-1171.75","1","7.66876957371822e-10","0.00947431794416807"
"30","166","S100A8","ENSG00000143546","-1109","-1109","1","2.57530869423073e-09","0.0115082715701911"
"31","158","RPS27A","ENSG00000143947","-1037.55","-1037.55","1","0.630262834352813","0.0128627353507736"
"21","148","RPLP1","ENSG00000137818","-1008.4","-1008.4","1","0.484848316043253","0.0141997221793487"
"40","193","TSC22D3","ENSG00000157514","-936.4","-936.4","1","0.67066807625428","0.0169304379830696"
"50","144","RPL38","ENSG00000172809","-903.4","-903.4","1","1.49136561955809e-09","0.0208951608018896"
"62","159","RPS28","ENSG00000233927","-895.1","-895.1","1","2.54122963212085e-09","0.0208951608018896"
"49","77","KRT19","ENSG00000171345","-880.05","-880.05","1","1","0.0221479943426319"
"56","165","S100A6","ENSG00000197956","-823.2","-823.2","1","1.0659520725587e-08","0.0247607655502392"
"16","134","RPL23","ENSG00000125691","-792.85","-792.85","1","1.10761874178384e-09","0.0273410799726589"
"33","142","RPL37","ENSG00000145592","-780.45","-780.45","1","1.99764207326974e-09","0.0273410799726589"
"37","199","UBC","ENSG00000150991","-730.1","-730.1","1","0.770624773104922","0.0322091259190104"
"41","167","S100A9","ENSG00000163220","-736.15","-736.15","1","3.21336983992664e-08","0.0322091259190104"
"58","145","RPL39","ENSG00000198918","-714.2","-714.2","1","1.33012970993998e-09","0.0333478323908946"
"45","189","TPM4","ENSG00000167460","-648.65","-648.65","1","0.721992695719343","0.0397763302011875"
"12","139","RPL34","ENSG00000109475","-592.1","-592.1","1","0.593463117144299","0.0474457782998596"
"13","76","KRT18","ENSG00000111057","-568.55","-568.55","1","6.04208325343595e-08","0.0497835497835498"
