"","Row","Gene ID","Gene Name","Score(d)","Numerator(r)","Denominator(s+s0)","Fold Change","q-value(%)"
"22","58","GRAP2","ENSG00000100351","-108962.6","-108962.6","1","0.217340669059772","0"
"23","97","NFKBIA","ENSG00000100906","-51783.7","-51783.7","1","0.53933712755757","0"
"24","209","ZMYND8","ENSG00000101040","-114524.45","-114524.45","1","0.174615208130225","0"
"25","197","TUBB1","ENSG00000101162","-119787.05","-119787.05","1","0.161403508776923","0"
"26","91","MYL12A","ENSG00000101608","-61845.85","-61845.85","1","0.605070614266356","0"
"27","130","RIOK3","ENSG00000101782","-81595.05","-81595.05","1","0.403157103505546","0"
"28","183","TIMP1","ENSG00000102265","-42537.8","-42537.8","1","0.534090909110493","0"
"29","192","TSC22D1","ENSG00000102804","-38940","-38940","1","0.745733788400109","0"
"30","83","LYL1","ENSG00000104903","-100501.6","-100501.6","1","0.00023829158112468","0"
"31","180","TGFB1","ENSG00000105329","-93477.6","-93477.6","1","0.0220055651352553","0"
"32","171","SERPINE1","ENSG00000106366","-115548","-115548","1","3.28845164247153e-11","0"
"33","204","XPNPEP1","ENSG00000108039","-112753.2","-112753.2","1","0.227494456777744","0"
"34","102","P2RX1","ENSG00000108405","-94573.1","-94573.1","1","0.00085911644608717","0"
"35","66","ICAM2","ENSG00000108622","-102643.4","-102643.4","1","0.0549341287815837","0"
"36","2","ABCC3","ENSG00000108846","-104990.35","-104990.35","1","0.243653421654612","0"
"37","89","MMD","ENSG00000108960","-110236.75","-110236.75","1","0.0391906484824266","0"
"38","26","CORO1C","ENSG00000110880","-71256.5","-71256.5","1","0.458843537434696","0"
"39","12","BIN2","ENSG00000110934","-117630.45","-117630.45","1","0.202994599913692","0"
"40","3","ACRBP","ENSG00000111644","-132886.9","-132886.9","1","0.168137394443573","0"
"41","14","CCND3","ENSG00000112576","-44654.05","-44654.05","1","0.674291567095856","0"
"42","174","SPARC","ENSG00000113140","-90274.65","-90274.65","1","0.293891293902954","0"
"43","47","FRMD4B","ENSG00000114541","-123372.3","-123372.3","1","0.0691928327945799","0"
"44","100","ODC1","ENSG00000115758","-59244.65","-59244.65","1","0.47916666668253","0"
"45","203","WIPF1","ENSG00000115935","-78992.25","-78992.25","1","0.0553118265569875","0"
"46","108","PLEK","ENSG00000115956","-86365.15","-86365.15","1","0.198581560300669","0"
"47","79","LGALSL","ENSG00000119862","-98397.85","-98397.85","1","0.092730023810914","0"
"48","124","RBBP6","ENSG00000122257","-103262.3","-103262.3","1","0.364821059801001","0"
"49","176","SRGN","ENSG00000122862","-73632.5","-73632.5","1","0.387147335437516","0"
"50","96","NFE2","ENSG00000123405","-112208.9","-112208.9","1","0.0584060500469713","0"
"51","7","AMD1","ENSG00000123505","-104138.9","-104138.9","1","0.225487911747114","0"
"52","42","F13A1","ENSG00000124491","-91632.15","-91632.15","1","0.00873794768608849","0"
"53","182","THOC2","ENSG00000125676","-118287.65","-118287.65","1","0.334415584428554","0"
"54","46","FOSB","ENSG00000125740","-35470.7","-35470.7","1","0.588524590177908","0"
"55","43","FAM110A","ENSG00000125898","-98273.2","-98273.2","1","0.293158572106242","0"
"56","86","MAX","ENSG00000125952","-119726.25","-119726.25","1","0.222516723476983","0"
"57","122","RAP1B","ENSG00000127314","-111068.75","-111068.75","1","0.283577533586527","0"
"58","196","TUBA4A","ENSG00000127824","-80382.95","-80382.95","1","0.279661016955898","0"
"59","53","GNG11","ENSG00000127920","-92065.4","-92065.4","1","0.308535739074883","0"
"60","118","PTPN12","ENSG00000127947","-111782.7","-111782.7","1","0.239825581416112","0"
"61","207","ZFP36","ENSG00000128016","-72974.1","-72974.1","1","0.43221690591082","0"
"62","205","YWHAH","ENSG00000128245","-53337.4","-53337.4","1","0.544888570575996","0"
"63","52","GNAZ","ENSG00000128266","-87245.7","-87245.7","1","0.0113158486413576","0"
"64","190","TPST2","ENSG00000128294","-90372.5","-90372.5","1","0.19278899478911","0"
"65","19","CDKN2D","ENSG00000129355","-69355.65","-69355.65","1","0.398806962662646","0"
"66","72","JUND","ENSG00000130522","-47686.45","-47686.45","1","0.38198706394637","0"
"67","181","THBS1","ENSG00000137801","-59078.1","-59078.1","1","0.540346274118543","0"
"68","29","CTDSPL","ENSG00000144677","-82773.3","-82773.3","1","0.227003603446521","0"
"69","177","STOM","ENSG00000148175","-69144.65","-69144.65","1","0.509677419369495","0"
"70","59","GSTO1","ENSG00000148834","-98879.65","-98879.65","1","0.388973250797624","0"
"71","127","RGS10","ENSG00000148908","-99820","-99820","1","0.369172760522594","0"
"72","40","ESAM","ENSG00000149564","-106123.95","-106123.95","1","0.00245112687990632","0"
"73","44","FERMT3","ENSG00000149781","-92324.95","-92324.95","1","0.160983983799356","0"
"74","128","RGS18","ENSG00000150681","-134443.5","-134443.5","1","0.0503311664473947","0"
"75","87","MBNL1","ENSG00000152601","-97236.15","-97236.15","1","0.42198581561585","0"
"76","34","LOC112267931","ENSG00000153071","-123611.8","-123611.8","1","0.203781512619653","0"
"77","34","DAB2","ENSG00000153071","-123611.8","-123611.8","1","0.203781512619653","0"
"78","24","CMIP","ENSG00000153815","-131448.9","-131448.9","1","0.119913853721601","0"
"79","98","NRGN","ENSG00000154146","-70993.4","-70993.4","1","0.223290860086682","0"
"80","194","TSPAN33","ENSG00000158457","-72248.25","-72248.25","1","0.0883096691828132","0"
"81","116","PTGIR","ENSG00000160013","-141914.1","-141914.1","1","1.6963439775817e-11","0"
"82","179","TAL1","ENSG00000162367","-109007.35","-109007.35","1","0.00168097358923923","0"
"83","95","NEXN","ENSG00000162614","-132138","-132138","1","0.0847883145153518","0"
"84","25","CNST","ENSG00000162852","-134592.85","-134592.85","1","0.117671436597062","0"
"85","33","CXCL3","ENSG00000163734","-129789.75","-129789.75","1","8.39254250138022e-05","0"
"86","109","PPBP","ENSG00000163736","-80498.4","-80498.4","1","0.216332819724543","0"
"87","105","PF4","ENSG00000163737","-116185.25","-116185.25","1","0.161975193206298","0"
"88","23","CLEC1B","ENSG00000165682","-104428.35","-104428.35","1","3.66630906167608e-11","0"
"89","112","PRKCB","ENSG00000166501","-72170.5","-72170.5","1","0.0837058531665384","0"
"90","55","GP9","ENSG00000169704","-114817.7","-114817.7","1","0.00105338654879557","0"
"91","80","LIMS1","ENSG00000169756","-124127.35","-124127.35","1","0.181884725746953","0"
"92","45","FOS","ENSG00000170345","-43993.3","-43993.3","1","0.562482630855006","0"
"93","71","JUNB","ENSG00000171223","-39707.6","-39707.6","1","0.592633315020115","0"
"94","115","PTCRA","ENSG00000171611","-124379.05","-124379.05","1","0.0392388258016301","0"
"95","169","SELP","ENSG00000174175","-101903.35","-101903.35","1","3.91231153780061e-11","0"
"96","164","RUFY1","ENSG00000176783","-130323.75","-130323.75","1","0.20481099657254","0"
"97","22","CLDN5","ENSG00000184113","-100336.95","-100336.95","1","4.09581938071701e-11","0"
"98","54","GP1BA","ENSG00000185245","-116458.05","-116458.05","1","3.80967957410738e-11","0"
"99","94","NAP1L1","ENSG00000187109","-97492.25","-97492.25","1","0.475055845126586","0"
"100","104","PEAR1","ENSG00000187800","-111884.75","-111884.75","1","3.60394268836225e-11","0"
"101","103","PARVB","ENSG00000188677","-44367","-44367","1","0.0103972621441895","0"
"102","56","GPX1","ENSG00000233276","-60191.2","-60191.2","1","0.497710922174641","0"
"103","84","MALAT1","ENSG00000251562","-174891.85","-174891.85","1","0.281541636755509","0"
